iter	Logloss
291	0.4946860037
292	0.4943803357
293	0.4941836449
294	0.4938181231
295	0.4937907557
296	0.4936693253
297	0.4936599731
298	0.4935987903
299	0.4934913881
300	0.4932450817
301	0.4929347869
302	0.492927502
303	0.4927834788
304	0.4924162342
305	0.4920707457
306	0.4918165638
307	0.491470583
308	0.4913875949
309	0.4909978067
310	0.4908572289
311	0.4906519244
312	0.4901930778
313	0.490104823
314	0.4900524509
315	0.4897687358
316	0.4895823817
317	0.4893085111
318	0.4892200101
319	0.4890694895
320	0.4888275146
321	0.4884539204
322	0.4884357083
323	0.4884140507
324	0.4880312027
325	0.4880087083
326	0.4877930672
327	0.4875767862
328	0.4875730945
329	0.4872497559
330	0.4870080763
331	0.4867108253
332	0.486655303
333	0.4864095872
334	0.4862497637
335	0.4859502485
336	0.4857293898
337	0.4855463828
338	0.4854966194
339	0.4854807208
340	0.4853324644
341	0.4853183377
342	0.485115002
343	0.4851017121
344	0.4848479732
345	0.4846281975
346	0.4844251571
347	0.4842031171
348	0.4840661326
349	0.483860385
350	0.4836220526
351	0.4833672308
352	0.4830779537
353	0.4828154041
354	0.4828132876
355	0.4827993085
356	0.4826216175
357	0.4824211859
358	0.4821878249
359	0.4819104595
360	0.481738232
361	0.4816017397
362	0.4814586024
363	0.4812603858
364	0.4810347034
365	0.4806963028
366	0.4805151663
367	0.4804686516
368	0.4802171276
369	0.4798321632
370	0.4797835811
371	0.4797108312
372	0.4794437532
373	0.4792124594
374	0.4792111797
375	0.4788066741
376	0.4787644909
377	0.4787585843
378	0.4785647485
379	0.4785419095
380	0.4783266621
381	0.4782250189
382	0.477987474
383	0.4777067123
384	0.477580212
385	0.477563575
386	0.4774880194
387	0.4772481118
388	0.4770445793
389	0.476815156
390	0.476534985
391	0.4764995452
392	0.4762317288
393	0.4762230658
394	0.476100454
395	0.4760999126
396	0.475996645
397	0.4758765436
398	0.4758756576
399	0.4755296276
400	0.4752899662
401	0.4750881564
402	0.4750422324
403	0.475000886
404	0.4746131651
405	0.4743883687
406	0.4742043772
407	0.4741954188
408	0.4739870625
409	0.4739456669
410	0.4737306164
411	0.4735323998
412	0.4732345089
413	0.4730191138
414	0.4730112383
415	0.472973239
416	0.472965462
417	0.4729644775
418	0.4728899556
419	0.4727231918
420	0.4724869267
421	0.4723567347
422	0.47211412
423	0.4720993042
424	0.4719818115
425	0.4718832693
426	0.4717206401
427	0.4715883317
428	0.4715419646
429	0.4715053928
430	0.4714312153
431	0.4711697486
432	0.471155425
433	0.4710318781
434	0.4710306475
435	0.4708652619
436	0.4707069643
437	0.4704668107
438	0.4703309582
439	0.4702249835
440	0.4699351649
441	0.4697621007
442	0.4696436236
443	0.4695665913
444	0.4694929554
445	0.4694479173
446	0.4693477508
447	0.4690965222
448	0.4690021638
449	0.4688257033
450	0.4686656337
451	0.4685364754
452	0.4684081047
453	0.4681955645
454	0.4680412539
455	0.4676531392
456	0.4675616357
457	0.4673448132
458	0.4672178207
459	0.4671565394
460	0.4669385849
461	0.4668463922
462	0.4668437342
463	0.4666655017
464	0.4665368357
465	0.4663936
466	0.4661990258
467	0.4661436019
468	0.4661417807
469	0.4660829606
470	0.4659846644
471	0.4658589517
472	0.4656768799
473	0.4656279533
474	0.4656259844
475	0.4653968073
476	0.4653965119
477	0.465096406
478	0.4650278399
479	0.4649259506
480	0.4646964289
481	0.4646945092
482	0.4646476007
483	0.4645944411
484	0.4643053116
485	0.4640218427
486	0.4637821321
487	0.4635955318
488	0.4635942521
489	0.4634845364
490	0.4634233044
491	0.4633206275
492	0.4630340084
493	0.4629161219
494	0.4626995948
495	0.4626898981
496	0.4625741282
497	0.4623819659
498	0.4621840938
499	0.4620967742
500	0.4619887813
501	0.4619041689
502	0.4618283672
503	0.4617490215
504	0.4617439516
505	0.4616521035
506	0.461551494
507	0.4613949683
508	0.4613713911
509	0.4611364549
510	0.4609772221
511	0.4609267696
512	0.4608616983
513	0.4608348231
514	0.4607241723
515	0.4607239754
516	0.4605678435
517	0.4605671052
518	0.4604323849
519	0.4604198825
520	0.4602487872
521	0.4601214501
522	0.4599817091
523	0.4599255962
524	0.4597589308
525	0.4595694265
526	0.4594393822
527	0.4593725389
528	0.4591882521
529	0.4589709374
530	0.4589640956
531	0.4588452739
532	0.4586922922
533	0.4585521575
534	0.4584596203
535	0.458434271
536	0.4583373039
537	0.4580468455
538	0.458046747
539	0.4579637589
540	0.4579472696
541	0.4576493786
542	0.4576382545
543	0.457627278
544	0.4574900473
545	0.4574867002
546	0.4574463875
547	0.4574242377
548	0.4573445474
549	0.4572343396
550	0.4570571407
551	0.4568784652
552	0.4567529494
553	0.4567518173
554	0.4564801616
555	0.4564800632
556	0.4564710063
557	0.4563013877
558	0.4561810401
559	0.4560297812
560	0.4560241699
561	0.4558236399
562	0.4558109899
563	0.4556185815
564	0.4554899154
565	0.4554682578
566	0.4554320305
567	0.4553919638
568	0.4553920131
569	0.4552835772
570	0.4552508446
571	0.4550935315
572	0.4550906274
573	0.4548910818
574	0.4548901466
575	0.454808832
576	0.4548021378
577	0.4547371157
578	0.4546522571
579	0.4544932704
580	0.4543748425
581	0.4543615526
582	0.4542901808
583	0.454117412
584	0.4541171658
585	0.4538486604
586	0.4537892003
587	0.45369686
588	0.4536965647
589	0.4535893594
590	0.4533922257
591	0.4533189343
592	0.4532587359
593	0.4532296458
594	0.4530110021
595	0.4528372488
596	0.4528143606
597	0.4526789511
598	0.4525642641
599	0.452559588
600	0.4524257537
601	0.452425606
602	0.4523122972
603	0.4522816812
604	0.4520153907
605	0.4519379647
606	0.4519178329
607	0.4519033617
608	0.4517634238
609	0.4517164169
610	0.4517152356
611	0.4516065536
612	0.4513846121
613	0.4512513191
614	0.4511298395
615	0.4509460449
616	0.4507284841
617	0.4506022792
618	0.4503037483
619	0.4502635341
620	0.4501602173
621	0.4501425958
622	0.4498974216
623	0.4496199085
624	0.4493688768
625	0.4490839804
626	0.4489466513
627	0.4488684377
628	0.4487981489
629	0.4487457275
630	0.4486004245
631	0.4485789637
632	0.4485065091
633	0.4484595022
634	0.448420863
635	0.4483823715
636	0.4482826479
637	0.4481083039
638	0.4480089741
639	0.4480089249
640	0.4478555987
641	0.4477484918
642	0.4475982666
643	0.4474831366
644	0.4473038212
645	0.447290236
646	0.4472883655
647	0.4471920875
648	0.4470622893
649	0.4468332106
650	0.446719065
651	0.4466353386
652	0.4464442592
653	0.4463536416
654	0.4463404502
655	0.4461985926
656	0.4460104665
657	0.4459115797
658	0.4458361226
659	0.4458336615
660	0.4458163846
661	0.4457309846
662	0.4456992365
663	0.4456991872
664	0.4454328968
665	0.4453913535
666	0.4452374858
667	0.445183834
668	0.445064717
669	0.4448722593
670	0.4447952271
671	0.4446925994
672	0.4446331393
673	0.4444605181
674	0.4444452101
675	0.4443404659
676	0.444174785
677	0.4440946025
678	0.4440269224
679	0.4438348093
680	0.4437607796
681	0.4436261085
682	0.4435151623
683	0.4435151131
684	0.4433639526
685	0.4431464903
686	0.443089639
687	0.4430476035
688	0.4430473082
689	0.4428693218
690	0.4426941902
691	0.4425383537
692	0.4423286192
693	0.4421766712
694	0.4420851184
695	0.4420350598
696	0.4420088245
697	0.4418881324
698	0.4418056857
699	0.4416328676
700	0.441536688
701	0.4413963072
702	0.4412243259
703	0.4412229476
704	0.4410460441
705	0.4409572478
706	0.4408101728
707	0.4406934677
708	0.4404872279
709	0.4403750512
710	0.4402595766
711	0.4400639688
712	0.4400637719
713	0.4399953042
714	0.4399800947
715	0.4398469494
716	0.439797383
717	0.439739498
718	0.4396546395
719	0.4394711402
720	0.4393557149
721	0.4393227854
722	0.4393133348
723	0.439188705
724	0.4389881749
725	0.4388881068
726	0.4387848885
727	0.4386891519
728	0.4384987616
729	0.4383887506
730	0.43834514
731	0.4383291921
732	0.4382018551
733	0.4380886939
734	0.4379533829
735	0.4377534928
736	0.4376708492
737	0.437563004
738	0.4375480406
739	0.4373946651
740	0.4372086556
741	0.4372089509
742	0.4371561358
743	0.4371480142
744	0.4371480142
745	0.4370065505
746	0.4369890767
747	0.4369752945
748	0.436783083
749	0.4367822463
750	0.4367188977
751	0.4367042788
752	0.4366886262
753	0.4365990423
754	0.4364992203
755	0.4364100302
756	0.4363235966
757	0.4362193446
758	0.4360690701
759	0.4358808948
760	0.4356892247
761	0.4355045442
762	0.4353131694
763	0.4351866199
764	0.4350412184
765	0.4349170316
766	0.4348073652
767	0.4346854917
768	0.4345360048
769	0.4344605477
770	0.4343874039
771	0.4342727169
772	0.4342728153
773	0.4341737809
774	0.4340302498
775	0.4339390909
776	0.4338291291
777	0.4336803313
778	0.4335821829
779	0.433447561
780	0.4333445887
781	0.433256137
782	0.4330785936
783	0.4330224314
784	0.4329230524
785	0.4328389814
786	0.4327248358
787	0.4325839135
788	0.4324044504
789	0.4322319277
790	0.432195848
791	0.4320584697
792	0.4319448163
793	0.4318603516
794	0.4316907329
795	0.4316282703
796	0.4315519271
797	0.4314620972
798	0.4314479705
799	0.431331413
800	0.4313178278
801	0.4312315418
802	0.431116018
803	0.4310668945
804	0.4309903053
805	0.4308761597
806	0.4307685114
807	0.4305981052
808	0.4305855043
809	0.4304849932
810	0.430384679
811	0.4302973101
812	0.430180605
813	0.4301304971
814	0.4300400765
815	0.4299476377
816	0.4298370361
817	0.4297514885
818	0.4296485655
819	0.4295689737
820	0.4294732863
821	0.4293668685
822	0.42927758
823	0.4291619085
824	0.429148028
825	0.4291283392
826	0.4290660243
827	0.4290345715
828	0.4289580314
829	0.4288265597
830	0.428760504
831	0.4286440942
832	0.42851341
833	0.4284939181
834	0.4283486643
835	0.4283486151
836	0.4282143377
837	0.4281259352
838	0.4280424549
839	0.4279268326
840	0.4278019074
841	0.4277831047
842	0.4276437083
843	0.4275535337
844	0.4274330385
845	0.4273773193
846	0.4273773193
847	0.4273079165
848	0.4272493424
849	0.4272472751
850	0.4271297332
851	0.4269389491
852	0.4268470026
853	0.4267108548
854	0.4266371204
855	0.4264777399
856	0.4264053837
857	0.4262718939
858	0.4260840631
859	0.4259024343
860	0.4257932601
861	0.4257400513
862	0.4256216234
863	0.4255173714
864	0.4254411759
865	0.4253806822
866	0.4252640755
867	0.4252055507
868	0.4251448108
869	0.4250110257
870	0.4250012798
871	0.424983363
872	0.4248597176
873	0.4248033093
874	0.4246955133
875	0.4244902088
876	0.424399985
877	0.4242259856
878	0.4242246566
879	0.4241176482
880	0.424030427
881	0.4239438949
882	0.4238519484
883	0.4237339143
884	0.4236778998
885	0.4236285794
886	0.4236115486
887	0.4235441639
888	0.423444588
889	0.4233497866
890	0.4232422859
891	0.4232424828
892	0.4230955062
893	0.4230113368
894	0.4229264782
895	0.4228053924
896	0.4227231918
897	0.4226432554
898	0.4225418583
899	0.4224383446
900	0.4224186067
901	0.4223375382
902	0.4222544024
903	0.422136959
904	0.4220104587
905	0.4219169371
906	0.4218417752
907	0.4217786235
908	0.4217116817
909	0.4216465119
910	0.4214752689
911	0.4214583858
912	0.4213737734
913	0.4212549025
914	0.4211763443
915	0.4210684992
916	0.4209911716
917	0.4209051317
918	0.4208045221
919	0.4208048667
920	0.4207414689
921	0.4206228933
922	0.4205429569
923	0.4203801801
924	0.4203183082
925	0.4202147453
926	0.4201406171
927	0.4200687532
928	0.4200155935
929	0.419959579
930	0.4198411019
931	0.419681869
932	0.4196531234
933	0.4195535967
934	0.4195257371
935	0.4193944131
936	0.4193140338
937	0.4192271571
938	0.4191565729
939	0.4190837737
940	0.4190007364
941	0.4189581594
942	0.4188192552
943	0.4187581708
944	0.4186164118
945	0.4185417914
946	0.4184937508
947	0.4183390464
948	0.4182738273
949	0.4181848341
950	0.4181278352
951	0.4180264873
952	0.4179671749
953	0.4179577735
954	0.4179065335
955	0.4177947014
956	0.4177123039
957	0.4175863451
958	0.4175405195
959	0.4174053561
960	0.4173220727
961	0.4172188051
962	0.4171368999
963	0.4170618857
964	0.4170092675
965	0.4169115128
966	0.4168105587
967	0.4167404667
968	0.4166787424
969	0.4166239092
970	0.4164656608
971	0.4163874472
972	0.4162317091
973	0.4161326747
974	0.4159848121
975	0.4159221526
976	0.41586855
977	0.4157622307
978	0.4156557145
979	0.4155106083
980	0.4154471121
981	0.4153468963
982	0.415286501
983	0.4151883525
984	0.4151165378
985	0.4150341895
986	0.4149638514
987	0.4148980418
988	0.4148073258
989	0.4147051411
990	0.414617723
991	0.4145777549
992	0.4144696636
993	0.4144175868
994	0.4143256895
995	0.4142532841
996	0.4141770394
997	0.4141136908
998	0.4140237131
999	0.4139351137
