iter	Passed	Remaining
629	1502	882
630	1506	880
631	1508	878
632	1510	875
633	1512	873
634	1514	870
635	1516	867
636	1519	866
637	1522	863
638	1524	861
639	1526	858
640	1528	856
641	1530	853
642	1532	851
643	1537	849
644	1539	847
645	1541	844
646	1543	842
647	1545	839
648	1547	837
649	1550	835
650	1553	832
651	1555	830
652	1559	828
653	1561	825
654	1563	823
655	1566	821
656	1569	819
657	1571	816
658	1573	814
659	1576	811
660	1578	809
661	1582	808
662	1586	806
663	1588	803
664	1590	801
665	1592	798
666	1595	796
667	1599	794
668	1602	792
669	1604	790
670	1606	787
671	1608	785
672	1610	782
673	1614	781
674	1617	778
675	1619	776
676	1620	773
677	1623	770
678	1625	768
679	1630	767
680	1633	764
681	1635	762
682	1638	760
683	1644	759
684	1648	757
685	1651	755
686	1656	754
687	1659	752
688	1663	751
689	1666	748
690	1669	746
691	1672	744
692	1676	742
693	1681	741
694	1684	739
695	1686	736
696	1690	734
697	1694	733
698	1699	731
699	1702	729
700	1705	727
701	1710	725
702	1714	724
703	1717	722
704	1721	720
705	1726	719
706	1731	717
707	1734	715
708	1737	712
709	1744	712
710	1747	710
711	1750	708
712	1752	705
713	1756	703
714	1760	701
715	1763	699
716	1766	697
717	1769	694
718	1774	693
719	1777	691
720	1779	688
721	1782	686
722	1785	684
723	1789	682
724	1793	680
725	1795	677
726	1797	675
727	1801	673
728	1806	671
729	1808	668
730	1811	666
731	1813	663
732	1817	662
733	1821	660
734	1824	657
735	1826	655
736	1828	652
737	1832	650
738	1838	649
739	1841	647
740	1844	644
741	1846	642
742	1849	639
743	1852	637
744	1857	635
745	1861	633
746	1865	631
747	1868	629
748	1871	627
749	1874	624
750	1877	622
751	1881	620
752	1884	618
753	1887	615
754	1889	613
755	1895	611
756	1899	609
757	1901	607
758	1904	604
759	1908	602
760	1912	600
761	1915	598
762	1918	595
763	1920	593
764	1922	590
765	1929	589
766	1931	586
767	1934	584
768	1936	581
769	1942	580
770	1945	577
771	1948	575
772	1950	572
773	1953	570
774	1962	569
775	1964	567
776	1967	564
777	1969	561
778	1974	560
779	1977	557
780	1979	555
781	1982	552
782	1986	550
783	1990	548
784	1992	545
785	1994	543
786	1996	540
787	1999	537
788	2006	536
789	2008	533
790	2010	531
791	2012	528
792	2014	525
793	2017	523
794	2021	521
795	2023	518
796	2026	516
797	2028	513
798	2031	510
799	2035	508
800	2039	506
801	2041	504
802	2043	501
803	2046	498
804	2053	497
805	2056	495
806	2059	492
807	2061	489
808	2067	488
809	2070	485
810	2073	483
811	2075	480
812	2077	477
813	2084	476
814	2087	473
815	2090	471
816	2092	468
817	2096	466
818	2100	464
819	2103	461
820	2105	459
821	2108	456
822	2115	455
823	2118	452
824	2121	449
825	2123	447
826	2132	446
827	2134	443
828	2136	440
829	2138	438
830	2146	436
831	2149	434
832	2151	431
833	2154	428
834	2157	426
835	2163	424
836	2166	421
837	2168	419
838	2171	416
839	2176	414
840	2179	412
841	2182	409
842	2184	406
843	2187	404
844	2192	402
845	2195	399
846	2198	397
847	2201	394
848	2204	392
849	2209	389
850	2212	387
851	2214	384
852	2216	381
853	2218	379
854	2223	377
855	2226	374
856	2228	371
857	2230	369
858	2232	366
859	2234	363
860	2239	361
861	2241	358
862	2244	356
863	2246	353
864	2248	350
865	2254	348
866	2257	346
867	2261	343
868	2263	341
869	2267	338
870	2271	336
871	2274	333
872	2277	331
873	2280	328
874	2286	326
875	2289	324
876	2291	321
877	2294	318
878	2296	316
879	2303	314
880	2306	311
881	2308	308
882	2311	306
883	2318	304
884	2322	301
885	2324	299
886	2327	296
887	2333	294
888	2336	291
889	2339	289
890	2342	286
891	2347	284
892	2350	281
893	2352	278
894	2354	276
895	2357	273
896	2361	271
897	2365	268
898	2367	265
899	2369	263
900	2371	260
901	2373	257
902	2377	255
903	2380	252
904	2383	250
905	2385	247
906	2387	244
907	2390	242
908	2394	239
909	2398	237
910	2400	234
911	2402	231
912	2404	229
913	2409	226
914	2413	224
915	2416	221
916	2418	218
917	2420	216
918	2425	213
919	2429	211
920	2432	208
921	2434	205
922	2440	203
923	2445	201
924	2448	198
925	2450	195
926	2453	193
927	2460	190
928	2463	188
929	2466	185
930	2468	182
931	2475	180
932	2478	177
933	2481	175
934	2483	172
935	2490	170
936	2493	167
937	2495	164
938	2498	162
939	2501	159
940	2506	157
941	2510	154
942	2512	151
943	2514	149
944	2519	146
945	2523	144
946	2526	141
947	2528	138
948	2530	136
949	2536	133
950	2540	130
951	2543	128
952	2545	125
953	2551	123
954	2554	120
955	2557	117
956	2560	115
957	2564	112
958	2569	109
959	2572	107
960	2575	104
961	2579	101
962	2584	99
963	2589	96
964	2591	94
965	2595	91
966	2600	88
967	2603	86
968	2606	83
969	2608	80
970	2612	78
971	2617	75
972	2620	72
973	2623	70
974	2628	67
975	2632	64
976	2635	62
977	2639	59
978	2644	56
979	2648	54
980	2651	51
981	2653	48
982	2657	45
983	2661	43
984	2664	40
985	2666	37
986	2668	35
987	2673	32
988	2677	29
989	2679	27
990	2682	24
991	2684	21
992	2687	18
993	2691	16
994	2693	13
995	2695	10
996	2697	8
997	2699	5
998	2701	2
999	2705	0
