iter	Logloss
542	0.3465600496
543	0.346354034
544	0.3458670665
545	0.3457295113
546	0.3452538165
547	0.3449139098
548	0.3447317874
549	0.344323195
550	0.3442164231
551	0.3440854619
552	0.3438805438
553	0.3433944115
554	0.3431080765
555	0.3427160601
556	0.3424141471
557	0.3419475548
558	0.3417027854
559	0.3411435915
560	0.3408465748
561	0.3404705529
562	0.340239703
563	0.3400805866
564	0.3398859817
565	0.339537828
566	0.3388212146
567	0.3384487133
568	0.3382094153
569	0.3379740152
570	0.3377989962
571	0.3377472079
572	0.3374757687
573	0.3373030969
574	0.3368553189
575	0.3365798454
576	0.3364028986
577	0.3362767537
578	0.3359636207
579	0.3358806512
580	0.3356209026
581	0.3354375747
582	0.335188331
583	0.3350743815
584	0.3348776346
585	0.3345105117
586	0.3343689781
587	0.3339725711
588	0.3337190682
589	0.3334666877
590	0.3333064168
591	0.3329528192
592	0.3324122978
593	0.3323070281
594	0.331935333
595	0.3317311666
596	0.3315621779
597	0.331212346
598	0.3311772503
599	0.3308976385
600	0.330646379
601	0.3304244803
602	0.3301977117
603	0.3299186914
604	0.3295668689
605	0.3292069346
606	0.3289456861
607	0.3287010863
608	0.3284149874
609	0.3280716854
610	0.3279063739
611	0.3277009369
612	0.3273187812
613	0.3271247337
614	0.3269614039
615	0.3267268628
616	0.3264414081
617	0.3261608461
618	0.3258068004
619	0.3256096139
620	0.3252964592
621	0.325000853
622	0.3245457643
623	0.3243056316
624	0.3241376572
625	0.3240027416
626	0.323798046
627	0.3235351432
628	0.3232851188
629	0.3230176039
630	0.3228228195
631	0.3226505712
632	0.3224817225
633	0.3221875953
634	0.3220421824
635	0.3217303077
636	0.3214214327
637	0.3211418054
638	0.320826184
639	0.3205244995
640	0.3201800314
641	0.319972323
642	0.3197459925
643	0.3193991457
644	0.3190626069
645	0.318521626
646	0.3178890631
647	0.3174851354
648	0.3172196978
649	0.3169025496
650	0.3166342703
651	0.3164601464
652	0.3161164975
653	0.315753498
654	0.315641013
655	0.3153998062
656	0.3150994693
657	0.3149210884
658	0.3145535816
659	0.3143284983
660	0.313971263
661	0.3137145525
662	0.3134916309
663	0.313285096
664	0.3131137237
665	0.3129233988
666	0.3126057938
667	0.312203879
668	0.3119706668
669	0.3115064116
670	0.3113401989
671	0.3111441579
672	0.3109617965
673	0.3106300287
674	0.3103858573
675	0.3101093828
676	0.3098840351
677	0.3097229782
678	0.3093501557
679	0.3091164961
680	0.3089340716
681	0.3088040857
682	0.3086056429
683	0.3082477199
684	0.3081283444
685	0.3080026229
686	0.3077755029
687	0.3072078059
688	0.3069100043
689	0.3065488788
690	0.3063376618
691	0.3059533206
692	0.3056972952
693	0.3054797091
694	0.3051245047
695	0.3049183963
696	0.3045423729
697	0.3041554666
698	0.3040046977
699	0.3037055251
700	0.3035921978
701	0.3033169396
702	0.3029241953
703	0.3028158553
704	0.3024697093
705	0.3022572674
706	0.3021294242
707	0.301624551
708	0.3016133149
709	0.3015255858
710	0.3013361403
711	0.3009671082
712	0.3009253308
713	0.3005316455
714	0.3002152053
715	0.2997915046
716	0.2996390547
717	0.2995450474
718	0.2992961897
719	0.2989954025
720	0.2986672499
721	0.2982873063
722	0.2980202914
723	0.297851307
724	0.2975777864
725	0.2974470976
726	0.2972958641
727	0.2971227709
728	0.2969573768
729	0.2966264945
730	0.2961891396
731	0.2958783268
732	0.2956890494
733	0.2954376529
734	0.2949075113
735	0.2946176181
736	0.2944064823
737	0.2941053186
738	0.2937421206
739	0.2934524833
740	0.2931136082
741	0.2929774902
742	0.2928034829
743	0.2925346107
744	0.2923012221
745	0.2919493897
746	0.2916909315
747	0.2914777008
748	0.2912159037
749	0.2909935843
750	0.2907045838
751	0.2904333106
752	0.2900933199
753	0.2897661686
754	0.2895284172
755	0.2892763518
756	0.2890532796
757	0.2888295241
758	0.2884781232
759	0.2882793423
760	0.2881614489
761	0.2880494524
762	0.2878536947
763	0.2876258487
764	0.2873696439
765	0.2870220101
766	0.2868674613
767	0.286658542
768	0.2863786484
769	0.2861503042
770	0.2859985411
771	0.2855770641
772	0.2852797359
773	0.2849764872
774	0.2848576178
775	0.2845867946
776	0.2843811389
777	0.2839795903
778	0.2836637877
779	0.2832526492
780	0.2831057921
781	0.2827815542
782	0.2826498004
783	0.2824433826
784	0.2822736362
785	0.2819547462
786	0.2817907763
787	0.2814138277
788	0.2810831107
789	0.2806814462
790	0.2803315403
791	0.2800210849
792	0.279849291
793	0.2795577651
794	0.2793383095
795	0.2791871683
796	0.2787757731
797	0.278355679
798	0.2781155689
799	0.2777905165
800	0.2776938844
801	0.2775044686
802	0.2772837231
803	0.276835268
804	0.2765343166
805	0.2762869349
806	0.2758732085
807	0.2756320087
808	0.2753529504
809	0.2751417504
810	0.2748134957
811	0.2745333207
812	0.2743019014
813	0.274125633
814	0.2739235948
815	0.2737191767
816	0.2735083828
817	0.2733150896
818	0.2730774338
819	0.2729454564
820	0.2728448679
821	0.2725932703
822	0.2723496487
823	0.2720405755
824	0.271775339
825	0.2714353467
826	0.27134691
827	0.2710243364
828	0.2708034645
829	0.2703531392
830	0.2700933872
831	0.2697806339
832	0.2695644685
833	0.269088755
834	0.2687937558
835	0.2686442223
836	0.2684982614
837	0.2682605929
838	0.2678802255
839	0.2676933868
840	0.2674939014
841	0.2672086487
842	0.2669110049
843	0.2667920503
844	0.2665947313
845	0.2663651021
846	0.266021006
847	0.2658473791
848	0.2654341454
849	0.2652719678
850	0.2649911085
851	0.2647749966
852	0.2644987769
853	0.2643884137
854	0.2642171753
855	0.2639814749
856	0.2638502342
857	0.2635904679
858	0.2632973021
859	0.2630199846
860	0.2626734364
861	0.2625548572
862	0.2624067034
863	0.2621337463
864	0.261828772
865	0.2615968308
866	0.2613554482
867	0.2609477983
868	0.2607798068
869	0.2605891156
870	0.2603663741
871	0.2602306219
872	0.2600485507
873	0.2598772234
874	0.2597455723
875	0.2594912728
876	0.2591121438
877	0.2587535723
878	0.2586078795
879	0.2582201586
880	0.2579515662
881	0.2577965681
882	0.2576013344
883	0.2573370442
884	0.2571411541
885	0.2569385942
886	0.2568067307
887	0.2564890213
888	0.2559843395
889	0.2558503927
890	0.2556674497
891	0.2554647921
892	0.255246369
893	0.2550145027
894	0.2546288545
895	0.2544507452
896	0.2541864287
897	0.253968532
898	0.2537437879
899	0.253474217
900	0.2532757782
901	0.2529720404
902	0.2528042089
903	0.2526555295
904	0.2524652246
905	0.2522658665
906	0.2520716724
907	0.2518675636
908	0.2516813511
909	0.2514891311
910	0.2513125355
911	0.2511363266
912	0.2509388823
913	0.2506275302
914	0.2504876027
915	0.2502795729
916	0.2501332646
917	0.2500136353
918	0.2498160757
919	0.2496916368
920	0.2494221418
921	0.2490397497
922	0.2488842752
923	0.2486942143
924	0.2483517675
925	0.2481277011
926	0.2479450228
927	0.2476296068
928	0.2472415403
929	0.2469054742
930	0.2465938909
931	0.2463779355
932	0.2462901188
933	0.2461334326
934	0.2459659111
935	0.2456066737
936	0.24537778
937	0.2452029985
938	0.2450424357
939	0.2448461247
940	0.2446486592
941	0.2444178258
942	0.2443087503
943	0.244169323
944	0.2439877647
945	0.243707848
946	0.2432908651
947	0.2429393243
948	0.2428035868
949	0.2425912003
950	0.2424501362
951	0.242185711
952	0.2419526198
953	0.2416182756
954	0.2412977768
955	0.2411093009
956	0.2409750933
957	0.2406294463
958	0.2403981024
959	0.2402489332
960	0.2401030862
961	0.2399090282
962	0.2397675304
963	0.2394984511
964	0.2393872958
965	0.2391664718
966	0.2389420727
967	0.2387664333
968	0.2386301188
969	0.2384814212
970	0.2383288825
971	0.2381075329
972	0.2377690635
973	0.2375010279
974	0.2371762321
975	0.2369651474
976	0.2367685024
977	0.2365262407
978	0.2360984173
979	0.2357989752
980	0.2354484683
981	0.2351811375
982	0.2348474581
983	0.2347095835
984	0.2345296899
985	0.234400328
986	0.2341129213
987	0.2337179442
988	0.2335176784
989	0.2332673687
990	0.2330230188
991	0.2328506965
992	0.232593107
993	0.2323770581
994	0.2320885811
995	0.2319832297
996	0.2318396887
997	0.2316858921
998	0.2315145709
999	0.2312524257
